BalancePlatform,AccountHolder,BalanceAccount,AccountHolder Reference,AccountHolder Description,BalanceAccount Reference,BalanceAccount Description,Transfer Id,Transaction Id,Booking date,Booking date TimeZone,Value date,Value date TimeZone,Category,Type,Status,Currency,Balance (PC),Rolling Balance,Reference,Description,Counterparty Balance Account Id,Psp Payment Merchant Reference,Psp Payment Psp Reference,Payout Date
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,00295D0HN1TLQS9P,T0295F0IKE3CWRC8,2024-07-01 20:47:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,13.05,1439.93,GREEN-GARDEN-001-ORD-01-016,Order GREEN-GARDEN-001-ORD-01-016,,GREEN-GARDEN-001-ORD-01-016,P0295E08BTJ4MTIS,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029670BXW7GZNH1,T029690UBANX32B2,2024-07-01 21:34:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,34.93,1474.86,GREEN-GARDEN-001-ORD-01-026,Order GREEN-GARDEN-001-ORD-01-026,,GREEN-GARDEN-001-ORD-01-026,P0296806V9YESTCI,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,00294Y08ERU4OIJM,T029500LTEU43DKU,2024-07-01 21:45:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,16.89,1491.75,GREEN-GARDEN-001-ORD-01-012,Order GREEN-GARDEN-001-ORD-01-012,,GREEN-GARDEN-001-ORD-01-012,P0294Z0W8752TEWQ,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002UMH0KLYAZ91KM,T02UMI0A9L1WXHFS,2024-07-03 07:00:00,EST,2024-07-03 07:00:00,EST,bank,bankTransfer,booked,USD,-1491.75,0,PAYOUT-GREEN-GARDEN-001-2024-07-03,Payout batch for Green Garden Cafe,,,,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D2A01JBE9MC3Z,T02D2C07K24RULNJ,2024-07-01 08:02:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,9.21,9.21,SWIFT-DELIVERY-001-ORD-01-010,Order SWIFT-DELIVERY-001-ORD-01-010,,SWIFT-DELIVERY-001-ORD-01-010,P02D2B09GWPDC9E3,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D590HVLDGS3FM,T02D5B0JY6QDJR7R,2024-07-01 08:12:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,33.51,42.72,SWIFT-DELIVERY-001-ORD-01-041,Order SWIFT-DELIVERY-001-ORD-01-041,,SWIFT-DELIVERY-001-ORD-01-041,P02D5A03NSL6I2GN,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D8O0AZSRJ4XHD,T02D8Q045KB7Z64I,2024-07-01 08:12:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,27.24,69.96,SWIFT-DELIVERY-001-ORD-01-081,Order SWIFT-DELIVERY-001-ORD-01-081,,SWIFT-DELIVERY-001-ORD-01-081,P02D8P0O9FPMHBBM,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D5604X03VEGMT,T02D5808KSZSNSKO,2024-07-01 08:40:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,12.13,82.09,SWIFT-DELIVERY-001-ORD-01-040,Order SWIFT-DELIVERY-001-ORD-01-040,,SWIFT-DELIVERY-001-ORD-01-040,P02D5703590YF67O,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D600VHZQGVK6L,T02D620C2CAQJ3DE,2024-07-01 09:09:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,25.88,107.97,SWIFT-DELIVERY-001-ORD-01-050,Order SWIFT-DELIVERY-001-ORD-01-050,,SWIFT-DELIVERY-001-ORD-01-050,P02D610PQ5RZO8W4,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D3S08BMIDJ9RG,T02D3U08J53VQ5TU,2024-07-01 09:12:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,8.53,116.5,SWIFT-DELIVERY-001-ORD-01-027,Order SWIFT-DELIVERY-001-ORD-01-027,,SWIFT-DELIVERY-001-ORD-01-027,P02D3T0LP3OHRR3L,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7I0H07VR0MLA,T02D7K0U1PHLRKVY,2024-07-01 09:24:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,17.79,134.29,SWIFT-DELIVERY-001-ORD-01-067,Order SWIFT-DELIVERY-001-ORD-01-067,,SWIFT-DELIVERY-001-ORD-01-067,P02D7J0LLFXY76SU,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D3P06IWS6W4X7,T02D3R07RM2NI9FK,2024-07-01 09:27:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,15.66,149.95,SWIFT-DELIVERY-001-ORD-01-026,Order SWIFT-DELIVERY-001-ORD-01-026,,SWIFT-DELIVERY-001-ORD-01-026,P02D3Q0PIPQHCEBH,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D6I03CSXX2V6C,T02D6K0OFCD0W21F,2024-07-01 09:33:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,12.42,162.37,SWIFT-DELIVERY-001-ORD-01-056,Order SWIFT-DELIVERY-001-ORD-01-056,,SWIFT-DELIVERY-001-ORD-01-056,P02D6J0X2V5OSPOO,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D6C046IC8HWEM,T02D6E05ABQD89NO,2024-07-01 09:44:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,38.26,200.63,SWIFT-DELIVERY-001-ORD-01-054,Order SWIFT-DELIVERY-001-ORD-01-054,,SWIFT-DELIVERY-001-ORD-01-054,P02D6D0WOIHJKRGF,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D4G0BOKZTCFAB,T02D4I0EXS7O7HN8,2024-07-01 09:52:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,27.26,227.89,SWIFT-DELIVERY-001-ORD-01-034,Order SWIFT-DELIVERY-001-ORD-01-034,,SWIFT-DELIVERY-001-ORD-01-034,P02D4H0V7CV20SP8,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D4U0M23YTVCKG,T02D4W0HJQPYEDFH,2024-07-01 09:57:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,13.2,241.09,SWIFT-DELIVERY-001-ORD-01-036,Order SWIFT-DELIVERY-001-ORD-01-036,,SWIFT-DELIVERY-001-ORD-01-036,P02D4V0H3NSOQILE,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D4M01VLTDNKTU,T02D4O09LOYF4QVJ,2024-07-01 09:58:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,14.66,255.75,SWIFT-DELIVERY-001-ORD-01-035,Order SWIFT-DELIVERY-001-ORD-01-035,,SWIFT-DELIVERY-001-ORD-01-035,P02D4N0RNKU97MRH,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D2P0C057X1ZNJ,T02D2R0YWCR9OR1W,2024-07-01 10:19:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,13.62,269.37,SWIFT-DELIVERY-001-ORD-01-014,Order SWIFT-DELIVERY-001-ORD-01-014,,SWIFT-DELIVERY-001-ORD-01-014,P02D2Q0PE4FD4MN8,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D5I088YP2HUBP,T02D5K0SGLUJUXEH,2024-07-01 10:19:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,27.27,296.64,SWIFT-DELIVERY-001-ORD-01-044,Order SWIFT-DELIVERY-001-ORD-01-044,,SWIFT-DELIVERY-001-ORD-01-044,P02D5J0PGZ0DM20U,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D500IZH1V2F1Y,T02D5203UA3R3SYH,2024-07-01 10:24:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,35.82,332.46,SWIFT-DELIVERY-001-ORD-01-038,Order SWIFT-DELIVERY-001-ORD-01-038,,SWIFT-DELIVERY-001-ORD-01-038,P02D510IDSP5CO69,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D1J0LY0QWP6Q5,T02D1L0359JK0AI7,2024-07-01 10:44:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,33.02,365.48,SWIFT-DELIVERY-001-ORD-01-002,Order SWIFT-DELIVERY-001-ORD-01-002,,SWIFT-DELIVERY-001-ORD-01-002,P02D1K0HMIUJBCRN,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D340XFG6IYL27,T02D360PCDH9PCRF,2024-07-01 10:49:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,13.95,379.43,SWIFT-DELIVERY-001-ORD-01-019,Order SWIFT-DELIVERY-001-ORD-01-019,,SWIFT-DELIVERY-001-ORD-01-019,P02D350GZ6R45OOU,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D470O4FVDUP2G,T02D490EHICXEBHF,2024-07-01 10:52:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,24.11,403.54,SWIFT-DELIVERY-001-ORD-01-031,Order SWIFT-DELIVERY-001-ORD-01-031,,SWIFT-DELIVERY-001-ORD-01-031,P02D480UA5RWVJGH,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D790FJV169MJY,T02D7B0NR0IMA2BJ,2024-07-01 11:02:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,21.15,424.69,SWIFT-DELIVERY-001-ORD-01-064,Order SWIFT-DELIVERY-001-ORD-01-064,,SWIFT-DELIVERY-001-ORD-01-064,P02D7A0VGX06VULM,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7F0E7DND5IBE,T02D7H05DQ7FPRLF,2024-07-01 11:20:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,20.61,445.3,SWIFT-DELIVERY-001-ORD-01-066,Order SWIFT-DELIVERY-001-ORD-01-066,,SWIFT-DELIVERY-001-ORD-01-066,P02D7G0T088IFRLK,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7605N8D5UKRQ,T02D7804LIMPD08E,2024-07-01 11:21:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,7.63,452.93,SWIFT-DELIVERY-001-ORD-01-063,Order SWIFT-DELIVERY-001-ORD-01-063,,SWIFT-DELIVERY-001-ORD-01-063,P02D770UIIFPSX1V,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D5O0J3UYANMKP,T02D5Q0AE4QQIQHC,2024-07-01 11:27:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,34.66,487.59,SWIFT-DELIVERY-001-ORD-01-046,Order SWIFT-DELIVERY-001-ORD-01-046,,SWIFT-DELIVERY-001-ORD-01-046,P02D5P0J460A608N,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7O06R6UCQ7NI,T02D7Q0B51BJGNVH,2024-07-01 11:35:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,32.99,520.58,SWIFT-DELIVERY-001-ORD-01-069,Order SWIFT-DELIVERY-001-ORD-01-069,,SWIFT-DELIVERY-001-ORD-01-069,P02D7P0TUWM231R3,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D8C0QUNPYYA6I,T02D8E0S6FL3P06Z,2024-07-01 11:52:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,31.44,552.02,SWIFT-DELIVERY-001-ORD-01-077,Order SWIFT-DELIVERY-001-ORD-01-077,,SWIFT-DELIVERY-001-ORD-01-077,P02D8D02V1E8BQ0S,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D860I8TYDI07M,T02D880791LOE4Y9,2024-07-01 12:32:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,18.52,570.54,SWIFT-DELIVERY-001-ORD-01-075,Order SWIFT-DELIVERY-001-ORD-01-075,,SWIFT-DELIVERY-001-ORD-01-075,P02D8707AMVA9J4N,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D700OK7N9BWE7,T02D720JRNH84MGD,2024-07-01 12:56:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,30.81,601.35,SWIFT-DELIVERY-001-ORD-01-061,Order SWIFT-DELIVERY-001-ORD-01-061,,SWIFT-DELIVERY-001-ORD-01-061,P02D710S8E59GYOX,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7C0KHEKGD8LF,T02D7E03HXDZ1FQV,2024-07-01 13:09:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,19.78,621.13,SWIFT-DELIVERY-001-ORD-01-065,Order SWIFT-DELIVERY-001-ORD-01-065,,SWIFT-DELIVERY-001-ORD-01-065,P02D7D01M4GCTMT2,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7R0QQTAWGZAV,T02D7T0W73UJH0MA,2024-07-01 13:09:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,13.68,634.81,SWIFT-DELIVERY-001-ORD-01-070,Order SWIFT-DELIVERY-001-ORD-01-070,,SWIFT-DELIVERY-001-ORD-01-070,P02D7S0FQ2KMBFJ9,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D8301U3ROSBSS,T02D850OXBUX4A9P,2024-07-01 13:20:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,9.85,644.66,SWIFT-DELIVERY-001-ORD-01-074,Order SWIFT-DELIVERY-001-ORD-01-074,,SWIFT-DELIVERY-001-ORD-01-074,P02D840HS4CPMV8C,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D2V0Q5TV6VK4V,T02D2X0F2K58HTGH,2024-07-01 13:23:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,29,673.66,SWIFT-DELIVERY-001-ORD-01-016,Order SWIFT-DELIVERY-001-ORD-01-016,,SWIFT-DELIVERY-001-ORD-01-016,P02D2W04F6FVT3NF,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D4A0FLBNU5XB4,T02D4C0LQ4MNHDBT,2024-07-01 13:24:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,28.6,702.26,SWIFT-DELIVERY-001-ORD-01-032,Order SWIFT-DELIVERY-001-ORD-01-032,,SWIFT-DELIVERY-001-ORD-01-032,P02D4B00B42SRNV0,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D2M0LSGDRF5XW,T02D2O0FFUI652JC,2024-07-01 14:30:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,26.48,728.74,SWIFT-DELIVERY-001-ORD-01-013,Order SWIFT-DELIVERY-001-ORD-01-013,,SWIFT-DELIVERY-001-ORD-01-013,P02D2N0NXI30IAZ8,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D4107VR096BF5,T02D430XCG2Z6RKF,2024-07-01 14:53:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,29.2,757.94,SWIFT-DELIVERY-001-ORD-01-029,Order SWIFT-DELIVERY-001-ORD-01-029,,SWIFT-DELIVERY-001-ORD-01-029,P02D420L070CNTHN,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D5C0FW75GTVNY,T02D5E0O8D2VP21G,2024-07-01 15:04:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,14.27,772.21,SWIFT-DELIVERY-001-ORD-01-042,Order SWIFT-DELIVERY-001-ORD-01-042,,SWIFT-DELIVERY-001-ORD-01-042,P02D5D0961J8LIN4,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D3D0Y6GUZ1ZHF,T02D3F0EHM4QILPP,2024-07-01 15:14:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,10.82,783.03,SWIFT-DELIVERY-001-ORD-01-022,Order SWIFT-DELIVERY-001-ORD-01-022,,SWIFT-DELIVERY-001-ORD-01-022,P02D3E0YR2VK3FQV,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7305RLYBQX8X,T02D750JFUB7HEY4,2024-07-01 15:23:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,7.91,790.94,SWIFT-DELIVERY-001-ORD-01-062,Order SWIFT-DELIVERY-001-ORD-01-062,,SWIFT-DELIVERY-001-ORD-01-062,P02D740IV4BTM7EQ,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D5F05D9LV33TL,T02D5H0WB9HHI0CV,2024-07-01 15:28:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,25.48,816.42,SWIFT-DELIVERY-001-ORD-01-043,Order SWIFT-DELIVERY-001-ORD-01-043,,SWIFT-DELIVERY-001-ORD-01-043,P02D5G0AZ2ZP4UEQ,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D370NX6IJGG5P,T02D390CEO61IDHO,2024-07-01 15:33:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,26.62,843.04,SWIFT-DELIVERY-001-ORD-01-020,Order SWIFT-DELIVERY-001-ORD-01-020,,SWIFT-DELIVERY-001-ORD-01-020,P02D380BTCSU2AG8,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D3G0YE3AJ90XK,T02D3I05RUYXFQOJ,2024-07-01 15:35:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,24.09,867.13,SWIFT-DELIVERY-001-ORD-01-023,Order SWIFT-DELIVERY-001-ORD-01-023,,SWIFT-DELIVERY-001-ORD-01-023,P02D3H0NXQJ73LI0,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D8F0UFT2CRTBB,T02D8H01UL86I3Z2,2024-07-01 15:37:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,25.9,893.03,SWIFT-DELIVERY-001-ORD-01-078,Order SWIFT-DELIVERY-001-ORD-01-078,,SWIFT-DELIVERY-001-ORD-01-078,P02D8G0X94K7DTYH,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D270DLXAFY2A0,T02D29052HT7SVQM,2024-07-01 15:51:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,14.59,907.62,SWIFT-DELIVERY-001-ORD-01-009,Order SWIFT-DELIVERY-001-ORD-01-009,,SWIFT-DELIVERY-001-ORD-01-009,P02D28027P1K5KXH,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7U0LUXJ44JXG,T02D7W0HAKLY802T,2024-07-01 15:53:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,17.42,925.04,SWIFT-DELIVERY-001-ORD-01-071,Order SWIFT-DELIVERY-001-ORD-01-071,,SWIFT-DELIVERY-001-ORD-01-071,P02D7V0GNNX3ESAR,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D1M0VI9BO37K2,T02D1O0BJ2DBU7PO,2024-07-01 16:06:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,25.3,950.34,SWIFT-DELIVERY-001-ORD-01-003,Order SWIFT-DELIVERY-001-ORD-01-003,,SWIFT-DELIVERY-001-ORD-01-003,P02D1N0MTSDLARZR,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D8L0XYPCVXV8K,T02D8N08VEPDM3H5,2024-07-01 16:08:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,37.86,988.2,SWIFT-DELIVERY-001-ORD-01-080,Order SWIFT-DELIVERY-001-ORD-01-080,,SWIFT-DELIVERY-001-ORD-01-080,P02D8M0QH6YNR5SK,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D7L0B9Q5SLQ4A,T02D7N0LKZSHH25D,2024-07-01 16:31:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,23.17,1011.37,SWIFT-DELIVERY-001-ORD-01-068,Order SWIFT-DELIVERY-001-ORD-01-068,,SWIFT-DELIVERY-001-ORD-01-068,P02D7M0FL1MQVG5Q,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D69054ZJSNZAV,T02D6B04JSLCD9T1,2024-07-01 16:38:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,22.87,1034.24,SWIFT-DELIVERY-001-ORD-01-053,Order SWIFT-DELIVERY-001-ORD-01-053,,SWIFT-DELIVERY-001-ORD-01-053,P02D6A0M9WZC1L43,2024-07-03 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002D6R0ZJM4EHQUF,T02D6T0NV7HFYKQF,2024-07-01 16:45:00,EST,2024-07-03 00:00:00,EST,platformPayment,capture,captured,USD,39.13,1073.37,SWIFT-DELIVERY-001-ORD-01-058,Order SWIFT-DELIVERY-001-ORD-01-058,,SWIFT-DELIVERY-001-ORD-01-058,P02D6S07N2DWQPIN,2024-07-03 07:00:00
